INTERSECTION_ID,COUNTY,INTERSECTION_GEO,RELATION_TO_CURVE,DIST_TO_CURVE,DIST_TO_INT,INTERSECTION_TYPE,INTERSECTION_SHAPE,INTERSECTION_LEG,INTERSECTION_ANGLE,MAJ_AADT_2015RCI,MIN_AADT_2015RCI,MAX_FUNCLASS,MIN_FUNCLASS,MAX_SPEEDCAT,MIN_SPEEDCAT,MAX_LANECAT,MIN_LANECAT,IF_INTERSECT_ONSYSRD,CRASH_HE_SE,CRASH_HE_SE_TYPE_ANGLE
3364,GADSDEN,1,on curve,0,368.397,3wayY,Y,3,79.3,3100,1100,4,4,4,4,1,1,N,0,0
3395,GULF,1,have dist,271.878206,96.591008,4wayCross,Cross,4,90,0,0,5,4,6,5,1,1,N,0,0
3415,LEVY,1,have dist,307.264851,172.105075,4wayX,X,4,52.4,2800,200,5,4,5,3,1,1,N,1,1
3420,LEVY,1,have dist,1541.788042,600.820205,4wayCross,Cross,4,90,750,550,4,4,5,4,1,1,N,1,0
8743,GULF,1,have dist,192.847157,84.958876,4wayCross,Cross,4,90,0,0,5,5,5,5,1,1,N,0,0
9287,BRADFORD,1,have dist,241.430836,409.224745,3wayY,Y,3,66.3,0,0,5,5,5,5,1,1,N,0,0
9326,UNION,1,have dist,251.236871,395.843397,3wayY,Y,3,70.3,450,450,5,4,5,4,1,1,N,0,0
9375,UNION,1,have dist,376.334286,346.522047,3wayT,T,3,90,600,600,5,4,6,6,1,1,N,0,0
9377,BRADFORD,1,have dist,155.846911,178.961816,3wayY,Y,3,82.3,2500,2500,5,4,5,3,1,1,N,0,0
9389,BRADFORD,1,have dist,79.566124,89.2858,3wayY,Y,3,80.7,1600,1600,5,4,6,5,1,1,N,0,0
9394,GILCHRIST,1,on curve,0,414.381182,3wayT,T,3,90,900,900,5,4,5,3,1,1,N,1,0
9402,BRADFORD,1,on curve,0,454.596356,3wayY,Y,3,57,400,400,5,4,5,4,1,1,N,0,0
9409,UNION,1,have dist,20.602056,364.322356,3wayT,T,3,90,250,250,5,4,5,4,1,1,N,0,0
9410,BRADFORD,1,have dist,303.668476,320.037954,3wayT,T,3,90,400,400,5,4,5,4,1,1,N,0,0
9427,BRADFORD,1,on curve,0,38.966586,3wayY,Y,3,49.9,0,0,5,5,6,4,1,1,N,1,0
9533,COLUMBIA,1,on curve,0,151.308079,4wayCross,Cross,4,90,6600,600,4,3,4,3,1,1,Y,6,1
9536,HENDRY,1,on curve,0,38.162778,3wayY,Y,3,82.3,1750,1750,5,4,5,4,1,1,N,4,2
9565,LEVY,1,have dist,1258.005819,398.27399,4wayCross,Cross,4,90,1800,1800,5,4,5,3,1,1,N,0,0
9567,HOLMES,1,have dist,338.499917,1683.845942,4wayX,X,4,79.2,1400,1400,5,3,5,3,1,1,Y,0,0
9568,COLUMBIA,1,have dist,227.439025,389.663472,3wayT,T,3,90,2400,2400,5,4,5,3,1,1,N,0,0
9571,FRANKLIN,1,on curve,0,53.36602,3wayT,T,3,90,0,0,5,5,6,5,1,1,N,0,0
9573,JACKSON,1,have dist,473.743916,595.670398,3wayT,T,3,90,350,350,5,5,5,5,1,1,N,0,0
9635,COLUMBIA,1,on curve,0,75.08373,3wayY,Y,3,90.6,2800,2800,5,5,6,5,1,1,N,0,0
9646,COLUMBIA,1,have dist,32.262037,88.884059,3wayT,T,3,90,1100,1100,5,5,6,5,1,1,N,0,0
9657,WAKULLA,1,have dist,89.636196,108.340409,3wayT,T,3,90,2700,2700,5,4,6,3,1,1,N,0,0
9675,BAKER,1,on curve,0,213.951528,4wayX,X,4,82.9,400,400,5,4,5,4,1,1,N,0,0
9677,WAKULLA,1,have dist,82.19877,132.127853,3wayY,Y,3,85,700,700,5,5,5,5,1,1,N,0,0
9687,CALHOUN,1,on curve,0,354.808281,3wayT,T,3,90,1300,1300,5,4,5,3,1,1,N,0,0
9725,DIXIE,1,have dist,57.860214,69.907038,3wayY,Y,3,79.5,900,900,5,4,5,5,1,1,N,2,0
9784,BRADFORD,1,on curve,0,124.523103,3wayY,Y,3,26.4,400,400,5,4,5,4,1,1,N,1,0
9785,BRADFORD,1,have dist,166.260076,251.997338,3wayT,T,3,90,0,0,5,5,6,5,1,1,N,0,0
9792,WASHINGTON,1,have dist,94.427304,118.902299,3wayY,Y,3,85.2,700,700,5,5,5,5,1,1,N,0,0
9805,HOLMES,1,on curve,0,335.499659,3wayY,Y,3,56.7,1800,1800,5,4,5,3,1,1,N,0,0
9809,WASHINGTON,1,on curve,0,188.26711,3wayY,Y,3,77,700,700,5,5,5,5,1,1,N,0,0
9854,TAYLOR,1,have dist,931.799622,388.086648,3wayT,T,3,90,1800,1800,5,5,5,5,1,1,N,0,0
9871,JACKSON,1,have dist,204.926747,13.348042,3wayY,Y,3,51.3,2000,2000,5,4,6,3,1,1,N,0,0
9896,MADISON,1,on curve,0,42.391266,3wayY,Y,3,51.4,700,700,5,4,5,4,1,1,N,1,1
9904,SUWANNEE,1,have dist,298.870699,341.723989,4wayCross,Cross,4,90,4700,200,5,5,5,5,1,1,N,0,0
9905,SUWANNEE,1,on curve,0,786.501507,4wayX,X,4,76.6,4700,4700,5,5,5,5,1,1,N,1,0
9997,LEVY,1,have dist,16.203769,499.855129,4wayX,X,4,84.9,2100,450,4,2,3,3,1,1,Y,1,0
10415,BAKER,1,have dist,38.199601,1066.651416,3wayY,Y,3,44.8,1400,1400,5,4,5,3,1,1,N,0,0
10468,SUWANNEE,1,on curve,0,423.712838,3wayT,T,3,90,1000,1000,5,4,5,5,1,1,N,0,0
10475,SUWANNEE,1,on curve,0,284.009983,3wayY,Y,3,73.6,700,700,5,4,5,3,1,1,N,0,0
10476,GADSDEN,1,on curve,0,392.103029,3wayY,Y,3,90.2,950,950,5,5,5,5,1,1,N,0,0
10477,GADSDEN,1,have dist,14.209206,484.46921,4wayCross,Cross,4,90,1000,1000,5,4,5,3,1,1,N,0,0
10488,GADSDEN,1,on curve,0,43.882221,3wayY,Y,3,90.8,1000,1000,5,4,6,5,1,1,N,0,0
10489,GADSDEN,1,on curve,0,43.882221,3wayY,Y,3,79.1,1000,1000,5,4,6,5,1,1,N,0,0
10490,GADSDEN,1,have dist,165.775252,194.367626,3wayY,Y,3,81.8,2300,2300,5,4,7,4,1,1,N,0,0
10491,GADSDEN,1,on curve,0,102.33268,3wayY,Y,3,75,0,0,5,5,5,5,1,1,N,0,0
10511,GADSDEN,1,have dist,129.96457,107.34299,3wayT,T,3,90,1100,1100,5,4,6,5,1,1,N,0,0
10567,GADSDEN,1,on curve,0,253.492314,3wayY,Y,3,50.2,0,0,5,5,6,5,1,1,N,0,0
10568,GADSDEN,1,on curve,0,67.878552,3wayY,Y,3,84.1,0,0,5,5,6,5,1,1,N,0,0
10643,JACKSON,1,on curve,0,68.883906,3wayY,Y,3,91.2,0,0,5,5,5,5,1,1,N,0,0
11271,SUWANNEE,1,on curve,0,265.70301,3wayY,Y,3,76.4,2500,2500,5,4,5,3,1,1,N,0,0
11404,LEVY,1,on curve,0,21.883603,3wayY,Y,3,71.3,3300,3300,5,4,5,3,2,1,N,0,0
11805,DIXIE,1,on curve,0,18.332255,3wayY,Y,3,80.4,700,700,5,5,6,5,1,1,N,1,0
13074,UNION,1,have dist,711.079541,121.036314,3wayT,T,3,90,450,450,5,4,5,3,1,1,N,0,0
13079,SUWANNEE,1,have dist,460.720658,800.786123,3wayT,T,3,90,2500,2500,5,4,5,3,1,1,N,0,0
13104,JEFFERSON,1,have dist,270.643204,337.784835,3wayY,Y,3,78.8,350,350,5,4,6,5,1,1,N,0,0
13105,LIBERTY,1,have dist,1636.578548,98.698234,3wayY,Y,3,73.6,300,300,5,4,5,3,1,1,N,0,0
13371,CALHOUN,1,have dist,15.933136,628.746455,3wayY,Y,3,45.7,0,0,5,5,5,5,1,1,N,0,0
13487,HOLMES,1,on curve,0,24.427822,3wayY,Y,3,77.3,500,500,5,4,5,4,1,1,N,0,0
13492,WASHINGTON,1,on curve,0,143.347616,3wayY,Y,3,74.7,1800,1800,5,4,6,4,1,1,N,0,0
13493,CALHOUN,1,have dist,658.703297,520.523062,3wayY,Y,3,76.9,1400,1400,5,4,5,3,1,1,N,0,0
13499,LAFAYETTE,1,have dist,581.141162,347.590377,4wayCross,Cross,4,85.5,350,350,5,4,5,3,1,1,N,0,0
13503,HOLMES,1,have dist,186.470525,433.190162,3wayT,T,3,90,650,650,5,4,5,4,1,1,N,0,0
13512,COLUMBIA,1,have dist,197.411582,104.661764,3wayT,T,3,90,55000,55000,5,4,5,5,1,1,N,2,1
13519,COLUMBIA,1,on curve,0,387.229755,4wayX,X,4,73.5,2300,2300,5,4,5,4,1,1,N,3,1
13526,BAKER,1,on curve,0,241.36914,4wayK,K,4,22.5,1600,1600,5,4,5,5,1,1,N,0,0
13535,LIBERTY,1,on curve,0,75.32731,3wayY,Y,3,56.2,4000,4000,5,4,6,4,1,1,N,1,0
13561,GULF,1,have dist,305.6512,414.159438,3wayY,Y,3,64.4,2100,2100,5,3,5,3,1,1,N,0,0
13640,DIXIE,1,have dist,723.523718,167.713287,3wayY,Y,3,60.5,3200,3200,5,4,5,3,1,1,N,0,0
13653,MADISON,1,have dist,521.572837,887.274226,3wayY,Y,3,80.2,700,700,5,4,5,4,1,1,N,0,0
13656,LIBERTY,1,have dist,1275.220157,437.46802,3wayT,T,3,90,4100,300,4,3,3,3,1,1,Y,0,0
13685,DIXIE,1,have dist,212.430165,206.264923,3wayY,Y,3,74.4,700,700,5,5,5,5,1,1,N,0,0
13687,DIXIE,1,have dist,47.989738,72.739368,3wayY,Y,3,85.6,900,600,5,4,6,5,1,1,N,1,0
13688,LIBERTY,1,have dist,574.509756,10.933354,3wayY,Y,3,60.9,250,250,5,4,5,4,1,1,N,0,0
13697,DIXIE,1,have dist,123.069755,236.919143,3wayT,T,3,90,2100,2100,5,4,5,3,1,1,N,0,0
13804,HOLMES,1,on curve,0,57.974745,3wayY,Y,3,50.4,750,750,5,5,5,5,1,1,N,0,0
14070,HAMILTON,1,on curve,0,644.835116,3wayY,Y,3,86.7,30,30,5,5,5,5,1,1,N,1,0
14133,GADSDEN,1,on curve,0,233.714808,3wayY,Y,3,85.9,2700,2700,5,4,5,5,1,1,N,0,0
14284,BRADFORD,1,have dist,719.504328,792.727067,3wayY,Y,3,80.7,3400,3400,5,4,5,3,1,1,N,1,0
14285,LEVY,1,have dist,187.648888,989.204218,3wayY,Y,3,76.1,400,400,5,4,5,3,1,1,N,0,0
14342,HAMILTON,1,on curve,0,1038.102743,3wayT,T,3,90,1300,1300,5,4,6,4,1,1,N,0,0
14345,UNION,1,have dist,99.670293,487.363563,3wayY,Y,3,80.9,300,300,5,5,5,5,1,1,N,0,0
14365,HOLMES,1,have dist,256.940223,36.591752,3wayY,Y,3,49.9,300,300,5,5,5,5,1,1,N,0,0
14388,HOLMES,1,on curve,0,601.314715,3wayT,T,3,90,400,400,5,4,5,3,1,1,N,0,0
14403,GLADES,1,have dist,678.479052,203.44619,3wayY,Y,3,81.3,0,0,5,5,5,5,1,1,N,0,0
14433,CALHOUN,1,on curve,0,13.861495,3wayY,Y,3,45.5,450,450,5,4,5,3,1,1,N,0,0
14437,CALHOUN,1,on curve,0,336.179324,3wayY,Y,3,68.8,0,0,5,5,5,5,1,1,N,0,0
14442,HOLMES,1,have dist,731.878262,458.696535,3wayY,Y,3,69.2,2200,2200,5,4,5,3,1,1,N,0,0
14457,LEVY,1,on curve,0,865.254805,3wayY,Y,3,80.3,1800,1800,5,4,5,3,1,1,N,0,0
14514,TAYLOR,1,on curve,0,51.541577,3wayT,T,3,90,4700,4700,5,4,5,4,1,1,N,1,0
14520,HAMILTON,1,have dist,236.174361,833.622679,3wayY,Y,3,48.6,30,30,5,5,5,5,1,1,N,0,0
14522,JEFFERSON,1,have dist,72.06941,195.539289,3wayY,Y,3,84.7,600,600,5,4,6,5,1,1,N,0,0
14533,JEFFERSON,1,on curve,0,235.060981,4wayO,O,4,74.3,0,0,5,5,5,5,1,1,N,0,0
14577,BAKER,1,on curve,0,12.360156,3wayY,Y,3,73.6,1600,1600,5,4,5,3,1,1,N,0,0
14637,BAKER,1,on curve,0,221.436402,3wayY,Y,3,62.8,350,350,5,4,5,4,1,1,N,1,0
14688,LIBERTY,1,on curve,0,53.057041,3wayY,Y,3,84.9,2300,2300,5,4,5,4,1,1,N,1,0
14705,DIXIE,1,on curve,0,375.7215,3wayY,Y,3,84.7,2100,2100,5,4,5,3,1,1,N,0,0
14709,JACKSON,1,have dist,526.31826,1244.821135,3wayY,Y,3,69,1200,1200,5,4,5,3,1,1,N,0,0
14713,HOLMES,1,on curve,0,417.702288,3wayY,Y,3,84.2,700,700,5,5,5,5,1,1,N,0,0
14726,LAFAYETTE,1,on curve,0,178.506093,3wayY,Y,3,59.2,350,350,5,4,5,3,1,1,N,0,0
14737,TAYLOR,1,on curve,0,281.637807,3wayY,Y,3,45.9,1600,1600,5,4,6,4,1,1,N,0,0
14741,TAYLOR,1,have dist,281.520547,209.2987,3wayY,Y,3,60.9,100,100,5,4,6,5,1,1,N,0,0
14742,HAMILTON,1,have dist,348.281029,1746.751222,3wayY,Y,3,66.4,850,850,4,4,4,3,1,1,N,0,0
14753,GULF,1,have dist,105.432872,1086.755884,3wayY,Y,3,82.3,800,800,5,5,5,5,1,1,N,0,0
14755,HENDRY,1,have dist,31.465236,248.639296,3wayY,Y,3,84.3,1350,1350,5,4,5,3,1,1,N,0,0
14760,HENDRY,1,on curve,0,1428.857808,3wayY,Y,3,83.2,1350,1350,5,4,5,3,1,1,N,0,0
14778,TAYLOR,1,on curve,0,2237.86828,3wayY,Y,3,74.8,1300,1300,5,4,5,3,1,1,N,0,0
14799,FRANKLIN,1,have dist,773.915583,1006.251303,3wayY,Y,3,56.8,1100,1100,5,5,5,5,1,1,N,0,0
14810,SUWANNEE,1,have dist,1148.449909,278.743084,3wayY,Y,3,38.4,5600,5600,5,4,5,4,1,1,N,1,0
14820,SUWANNEE,1,have dist,574.821745,415.976454,3wayT,T,3,90,900,900,5,4,5,4,1,1,N,1,0
14867,WASHINGTON,1,on curve,0,81.394753,3wayY,Y,3,70.3,1100,300,5,4,5,3,1,1,N,0,0
14903,GADSDEN,1,on curve,0,8.281486,3wayY,Y,3,80.8,400,400,5,4,5,4,1,1,N,0,0
14913,DIXIE,1,have dist,1163.393188,725.821808,3wayY,Y,3,84.5,300,300,5,5,5,5,1,1,N,0,0
14926,GADSDEN,1,have dist,135.289029,258.106967,3wayY,Y,3,54,700,700,5,4,5,4,1,1,N,0,0
16257,HOLMES,1,have dist,25.685643,95.093621,3wayT,T,3,90,1800,1800,5,4,5,3,1,1,N,0,0
16259,LIBERTY,1,on curve,0,168.438585,3wayY,Y,3,72,500,500,5,4,5,3,1,1,N,0,0
16329,UNION,1,on curve,0,188.865505,3wayY,Y,3,31.5,40,40,5,5,5,5,1,1,N,0,0
16337,UNION,1,have dist,35.109103,94.141704,3wayT,T,3,90,0,0,5,5,5,5,1,1,N,0,0
16348,UNION,1,on curve,0,142.808854,3wayY,Y,3,95.2,500,500,5,5,5,5,1,1,N,0,0
16372,UNION,1,have dist,193.731748,189.647663,3wayY,Y,3,78.3,0,0,5,4,5,3,1,1,N,0,0
16514,HOLMES,1,have dist,23.839763,889.518094,3wayY,Y,3,52.5,650,650,5,4,5,4,1,1,N,0,0
16544,JEFFERSON,1,on curve,0,1174.800188,3wayY,Y,3,80.2,1900,1900,5,4,5,4,1,1,N,0,0
16584,DESOTO,1,have dist,640.959116,58.745978,3wayY,Y,3,69.2,300,300,5,5,5,5,1,1,N,1,0
16614,WASHINGTON,1,have dist,208.217507,482.929001,3wayY,Y,3,97.6,1700,1700,5,4,5,3,1,1,N,0,0
16617,BRADFORD,1,have dist,682.892414,686.512756,3wayY,Y,3,81.2,2600,2600,5,4,5,3,1,1,N,0,0
16650,COLUMBIA,1,on curve,0,448.836193,3wayY,Y,3,77.9,950,950,5,4,5,4,1,1,N,0,0
16676,WAKULLA,1,on curve,0,70.101239,3wayY,Y,3,60.5,700,700,5,5,5,5,1,1,N,0,0
16771,GADSDEN,1,on curve,0,111.922996,3wayY,Y,3,59.2,0,0,5,5,5,5,1,1,N,0,0
16772,GADSDEN,1,have dist,117.664697,1125.973625,3wayT,T,3,90,0,0,5,5,5,5,1,1,N,0,0
16805,COLUMBIA,1,have dist,270.824574,235.307539,3wayT,T,3,90,3500,3500,5,4,5,4,1,1,N,3,0
16852,SUWANNEE,1,on curve,0,177.472895,3wayY,Y,3,84.4,2500,2500,5,4,5,3,1,1,N,0,0
16889,GADSDEN,1,have dist,60.892788,473.184316,3wayY,Y,3,14.9,1100,1100,5,4,5,3,1,1,N,1,0
20367,GADSDEN,1,on curve,0,205.9981,4wayO,O,4,38.1,3100,2700,5,4,5,4,1,1,N,0,0
20373,JEFFERSON,1,have dist,75.631266,82.758284,3wayT,T,3,90,700,700,5,4,6,5,1,1,N,0,0
25745,GULF,1,on curve,0,439.284904,3wayY,Y,3,72.6,0,0,5,5,6,6,1,1,N,0,0
25752,GULF,1,on curve,0,212.52712,3wayY,Y,3,72.5,700,700,5,4,5,4,1,1,N,0,0
26007,GULF,1,on curve,0,119.226114,3wayY,Y,3,79.8,700,700,5,4,5,4,1,1,N,1,1
26330,UNION,1,on curve,0,82.078964,3wayT,T,3,90,450,450,5,4,6,6,1,1,N,1,0
26383,UNION,1,have dist,228.977597,451.760154,3wayY,Y,3,60.1,450,450,4,4,4,4,1,1,N,0,0
26392,LEVY,1,on curve,0,25.498049,3wayY,Y,3,83.3,3300,3300,5,4,6,5,1,1,N,0,0
26400,UNION,1,have dist,434.806786,246.845875,3wayT,T,3,90,950,950,5,5,5,5,1,1,N,0,0
26401,UNION,1,have dist,475.566217,491.531058,4wayCross,Cross,4,85.6,200,200,5,4,5,4,1,1,N,0,0
26418,BRADFORD,1,on curve,0,321.387787,3wayY,Y,3,76.6,2500,2500,5,4,5,3,1,1,N,0,0
26422,BRADFORD,1,on curve,0,85.606605,3wayY,Y,3,93.7,1600,1600,5,4,6,5,1,1,N,0,0
26423,BRADFORD,1,have dist,261.840265,446.128297,3wayT,T,3,90,150,150,5,4,5,5,1,1,N,0,0
26431,BRADFORD,1,on curve,0,198.297645,3wayY,Y,3,65.7,1600,1600,5,4,5,3,1,1,N,0,0
26564,WAKULLA,1,on curve,0,112.106637,3wayY,Y,3,74,0,0,5,5,5,5,1,1,N,1,0
26575,COLUMBIA,1,on curve,0,39.108848,4wayO,O,4,42.4,6000,1400,5,4,6,4,1,1,N,3,2
26601,LEVY,1,have dist,236.126865,413.353694,3wayT,T,3,90,150,150,5,4,5,3,1,1,N,0,0
26618,JACKSON,1,have dist,209.228145,72.145489,3wayT,T,3,90,2000,2000,5,4,6,4,1,1,N,1,0
26651,LEVY,1,on curve,0,813.92738,4wayCross,Cross,4,90,750,750,5,4,5,4,1,1,N,0,0
26653,WAKULLA,1,on curve,0,234.47516,3wayT,T,3,90,500,500,5,3,5,4,1,1,N,0,0
26654,HAMILTON,1,have dist,199.162359,759.643807,3wayY,Y,3,68.2,1550,1550,5,4,5,3,1,1,N,0,0
26662,COLUMBIA,1,on curve,0,104.712747,3wayY,Y,3,65.3,3500,3500,5,4,5,4,1,1,N,0,0
26687,LEVY,1,have dist,103.755233,282.325943,3wayT,T,3,90,1800,300,4,4,4,3,1,1,N,0,0
26714,JACKSON,1,have dist,329.003895,417.813481,3wayT,T,3,90,550,550,5,4,5,3,1,1,N,0,0
26770,JACKSON,1,on curve,0,212.642464,3wayY,Y,3,66,1800,1800,5,4,5,3,1,1,N,0,0
26772,TAYLOR,1,on curve,0,145.44478,3wayY,Y,3,50.9,3300,1100,5,4,5,3,1,1,N,0,0
26773,DIXIE,1,on curve,0,62.07842,3wayT,T,3,90,0,0,5,5,6,5,1,1,N,1,0
26785,DIXIE,1,have dist,419.783639,478.858629,3wayT,T,3,90,90,90,5,4,5,3,1,1,N,0,0
26797,HARDEE,1,have dist,339.400609,404.539552,3wayT,T,3,90,3400,3400,5,4,5,4,1,1,N,1,1
26802,HOLMES,1,on curve,0,1117.188213,3wayY,Y,3,88.2,350,350,5,4,5,4,1,1,N,1,0
26838,WASHINGTON,1,on curve,0,200.20303,3wayT,T,3,90,1200,1200,5,4,5,3,1,1,N,0,0
26847,TAYLOR,1,have dist,702.432654,566.168376,3wayY,Y,3,27,800,800,5,4,5,4,1,1,N,0,0
26848,HOLMES,1,have dist,343.573281,126.482438,3wayY,Y,3,67.7,1800,1800,5,4,5,3,1,1,N,1,0
26883,WASHINGTON,1,have dist,587.995058,536.281984,4wayX,X,4,81.5,3900,3900,5,4,5,3,1,1,N,1,0
26903,JACKSON,1,on curve,0,439.660095,3wayY,Y,3,85.2,600,600,5,5,5,5,1,1,N,0,0
26911,LIBERTY,1,have dist,2317.374695,445.819361,3wayT,T,3,90,500,500,5,4,5,3,1,1,N,0,0
26914,MADISON,1,have dist,175.040824,602.996873,3wayY,Y,3,43,800,800,5,4,5,3,1,1,N,0,0
26933,HENDRY,1,on curve,0,12.907335,3wayY,Y,3,75.3,6500,3100,5,4,5,5,1,1,N,1,0
26952,GLADES,1,on curve,0,34.764594,3wayY,Y,3,86.5,0,0,5,5,5,5,1,1,N,0,0
26957,LIBERTY,1,on curve,0,1175.121983,3wayY,Y,3,77.6,550,550,5,5,5,5,1,1,N,0,0
26995,LEVY,1,on curve,0,92.38181,3wayY,Y,3,82.6,2100,2100,5,4,6,5,1,1,N,0,0
27066,LEVY,1,have dist,170.529971,178.686109,3wayY,Y,3,78,450,450,5,4,5,3,1,1,N,0,0
27078,BAKER,1,on curve,0,167.690921,3wayT,T,3,90,1800,1800,5,4,5,3,1,1,N,0,0
27290,MADISON,1,have dist,18.571068,1406.520641,3wayY,Y,3,63.1,800,800,5,4,5,3,1,1,N,0,0
27309,JEFFERSON,1,on curve,0,80.564437,4wayCross,Cross,4,90,0,0,5,5,5,5,1,1,N,0,0
27321,CALHOUN,1,on curve,0,417.996707,3wayT,T,3,90,750,750,5,4,5,3,1,1,N,0,0
27345,SUWANNEE,1,on curve,0,17.758308,3wayY,Y,3,90,1300,1300,5,5,6,6,1,1,N,0,0
27347,BAKER,1,on curve,0,39.456393,3wayT,T,3,90,8700,8700,5,5,6,5,1,1,N,4,1
27460,BAKER,1,on curve,0,225.165938,4wayO,O,4,72.6,1400,1400,5,4,5,5,1,1,N,0,0
27473,GADSDEN,1,on curve,0,197.126775,3wayY,Y,3,78.1,850,850,5,5,5,5,1,1,N,0,0
27505,GADSDEN,1,on curve,0,829.171059,3wayY,Y,3,65.4,400,400,5,5,5,5,1,1,N,1,0
27520,SUWANNEE,1,have dist,175.414462,383.049304,4wayX,X,4,44.1,2500,2500,5,4,5,3,1,1,N,0,0
27537,GADSDEN,1,have dist,24.180762,47.721185,3wayT,T,3,90,3800,3800,5,4,6,6,1,1,N,1,0
27582,JACKSON,1,have dist,141.763052,216.876631,3wayY,Y,3,77.6,1000,1000,5,5,6,5,1,1,N,0,0
27609,SUWANNEE,1,have dist,1217.826601,583.534665,4wayX,X,4,75.8,2500,2500,4,4,3,3,1,1,N,0,0
27640,GADSDEN,1,on curve,0,113.457415,3wayT,T,3,90,3900,3900,5,4,6,6,1,1,N,0,0
27652,GADSDEN,1,on curve,0,16.976071,3wayY,Y,3,53.5,950,950,5,5,6,5,1,1,N,1,0
27666,GADSDEN,1,on curve,0,56.010821,3wayY,Y,3,73,3900,3900,5,4,6,6,1,1,N,1,0
27724,MADISON,1,on curve,0,485.685951,3wayY,Y,3,69.7,450,450,5,4,5,3,1,1,N,0,0
28245,COLUMBIA,1,on curve,0,157.087948,3wayY,Y,3,60.2,2600,2600,5,4,5,5,1,1,N,0,0
28290,COLUMBIA,1,on curve,0,79.01751,4wayX,X,4,82.4,7600,7600,5,4,6,6,1,1,N,2,0
30014,HAMILTON,1,on curve,0,263.038329,3wayY,Y,3,91.6,400,400,5,4,5,3,1,1,N,0,0
30092,BAKER,1,on curve,0,25.813108,3wayY,Y,3,75.1,1600,1600,5,4,5,4,1,1,N,3,0
30099,LIBERTY,1,on curve,0,2039.85911,3wayY,Y,3,42.4,300,300,5,4,5,4,1,1,N,0,0
30103,LEVY,1,on curve,0,77.787827,3wayY,Y,3,64.1,3300,3300,5,4,5,3,2,1,N,0,0
30127,FRANKLIN,1,have dist,356.975526,450.377742,3wayT,T,3,90,1700,1700,5,4,6,5,1,1,N,0,0
30443,BRADFORD,1,have dist,92.345843,19.188962,4wayX,X,4,53.5,4800,550,5,3,5,3,1,1,Y,0,0
30459,WAKULLA,1,have dist,486.652998,724.27159,3wayY,Y,3,79.5,650,650,5,3,5,4,1,1,N,0,0
30468,LIBERTY,1,on curve,0,412.168265,3wayY,Y,3,80.5,250,250,5,4,5,3,1,1,N,0,0
30617,TAYLOR,1,on curve,0,279.093841,3wayY,Y,3,76.2,3300,3300,5,4,5,3,1,1,N,0,0
30687,DIXIE,1,have dist,147.749767,84.891548,3wayY,Y,3,34.7,0,0,5,5,5,5,1,1,N,0,0
30692,FRANKLIN,1,on curve,0,1121.588918,3wayY,Y,3,56.6,1100,1100,5,5,5,5,1,1,N,0,0
30717,DIXIE,1,on curve,0,638.258608,3wayY,Y,3,24.5,100,100,5,4,5,3,1,1,N,0,0
30832,CALHOUN,1,have dist,18.888646,366.511968,3wayY,Y,3,77.8,1400,1400,5,4,5,3,1,1,N,0,0
31039,DIXIE,1,on curve,0,100.589188,3wayY,Y,3,26.6,100,100,5,4,5,3,1,1,N,0,0
31072,WASHINGTON,1,on curve,0,192.148103,3wayY,Y,3,71.2,1500,1500,5,5,5,5,1,1,N,0,0
31120,DIXIE,1,on curve,0,84.132542,4wayO,O,4,76.9,450,450,5,5,5,5,1,1,N,0,0
31142,BAKER,1,on curve,0,183.514041,3wayY,Y,3,65.6,1800,1800,5,4,5,3,1,1,N,0,0
31172,TAYLOR,1,have dist,797.539422,385.241262,3wayT,T,3,90,1000,1000,5,5,5,5,1,1,N,0,0
31203,BAKER,1,on curve,0,76.414546,3wayY,Y,3,51.5,5300,5300,5,4,5,3,1,1,N,0,0
31301,HENDRY,1,have dist,47.307234,72.735017,4wayX,X,4,70.2,6500,6500,5,5,5,5,1,1,N,0,0
31309,HAMILTON,1,on curve,0,20.804231,4wayO,O,4,71.8,650,650,5,5,6,5,1,1,N,0,0
31329,TAYLOR,1,have dist,242.166452,297.322448,3wayT,T,3,90,400,400,5,5,5,5,1,1,N,0,0
31351,HAMILTON,1,have dist,1195.472395,351.267392,3wayT,T,3,90,1000,1000,5,4,5,3,1,1,N,0,0
31360,LIBERTY,1,on curve,0,551.768748,3wayY,Y,3,65,550,550,5,5,5,5,1,1,N,0,0
31382,CALHOUN,1,have dist,176.179165,403.314331,3wayT,T,3,90,1300,1300,5,4,5,4,1,1,N,0,0
31389,HOLMES,1,on curve,0,146.913498,3wayY,Y,3,85.4,550,550,5,5,5,5,1,1,N,2,0
31394,HOLMES,1,have dist,514.842959,713.678372,3wayY,Y,3,82.7,750,750,5,5,5,5,1,1,N,1,0
31430,COLUMBIA,1,on curve,0,138.52218,3wayY,Y,3,67.3,400,400,5,4,5,4,1,1,N,0,0
31461,HOLMES,1,have dist,310.737907,96.510246,3wayY,Y,3,75.4,300,300,5,5,5,5,1,1,N,0,0
31462,LEVY,1,have dist,263.164922,451.984507,3wayY,Y,3,84.5,1800,1800,5,4,5,3,1,1,N,0,0
31469,JEFFERSON,1,have dist,90.875224,352.73579,3wayT,T,3,90,600,600,5,4,7,5,1,1,N,0,0
31524,UNION,1,on curve,0,698.066979,3wayY,Y,3,90.1,600,600,5,4,5,3,1,1,N,0,0
